District Name,Zone,Geographical Region,Development Region, Grade,Number of School 
Rasuwa,Bagmati,Mountain,Central,(6-12),0
Rasuwa,Bagmati,Mountain,Central,(9-10),0
Rasuwa,Bagmati,Mountain,Central,(9-11),0
Rasuwa,Bagmati,Mountain,Central,(9-12),0
Rasuwa,Bagmati,Mountain,Central,(11-12),0
Sindhuli,Janakpur,Hill,Central,1,0
Sindhuli,Janakpur,Hill,Central,(1-2),14
Sindhuli,Janakpur,Hill,Central,(1-3),49
Sindhuli,Janakpur,Hill,Central,(1-4),68
Sindhuli,Janakpur,Hill,Central,(1-5),243
Sindhuli,Janakpur,Hill,Central,(1-6),4
Sindhuli,Janakpur,Hill,Central,(1-7),10
Sindhuli,Janakpur,Hill,Central,(1-8),79
Sindhuli,Janakpur,Hill,Central,(1-9),5
Sindhuli,Janakpur,Hill,Central,(1-10),44
Sindhuli,Janakpur,Hill,Central,(1-11),9
Sindhuli,Janakpur,Hill,Central,(1-12),55
Sindhuli,Janakpur,Hill,Central,(6-7),0
Sindhuli,Janakpur,Hill,Central,(6-8),0
Sindhuli,Janakpur,Hill,Central,(6-9),0
Sindhuli,Janakpur,Hill,Central,(6-10),0
Sindhuli,Janakpur,Hill,Central,(6-11),0
Sindhuli,Janakpur,Hill,Central,(6-12),0
Sindhuli,Janakpur,Hill,Central,(9-10),0
Sindhuli,Janakpur,Hill,Central,(9-11),0
Sindhuli,Janakpur,Hill,Central,(9-12),0
Sindhuli,Janakpur,Hill,Central,(11-12),1
Ramechhap,Janakpur,Hill,Central,1,8
Ramechhap,Janakpur,Hill,Central,(1-2),15
Ramechhap,Janakpur,Hill,Central,(1-3),93
Ramechhap,Janakpur,Hill,Central,(1-4),26
Ramechhap,Janakpur,Hill,Central,(1-5),175
Ramechhap,Janakpur,Hill,Central,(1-6),2
Ramechhap,Janakpur,Hill,Central,(1-7),10
Ramechhap,Janakpur,Hill,Central,(1-8),72
Ramechhap,Janakpur,Hill,Central,(1-9),5
Ramechhap,Janakpur,Hill,Central,(1-10),45
Ramechhap,Janakpur,Hill,Central,(1-11),2
Ramechhap,Janakpur,Hill,Central,(1-12),39
Ramechhap,Janakpur,Hill,Central,(6-7),0
Ramechhap,Janakpur,Hill,Central,(6-8),0
Ramechhap,Janakpur,Hill,Central,(6-9),0
Ramechhap,Janakpur,Hill,Central,(6-10),0
Ramechhap,Janakpur,Hill,Central,(6-11),0
Ramechhap,Janakpur,Hill,Central,(6-12),1
Ramechhap,Janakpur,Hill,Central,(9-10),0
Ramechhap,Janakpur,Hill,Central,(9-11),0
Ramechhap,Janakpur,Hill,Central,(9-12),0
Ramechhap,Janakpur,Hill,Central,(11-12),0
Kavre,Bagmati,Hill,Central,1,6
Kavre,Bagmati,Hill,Central,(1-2),15
Kavre,Bagmati,Hill,Central,(1-3),63
Kavre,Bagmati,Hill,Central,(1-4),28
Kavre,Bagmati,Hill,Central,(1-5),263
Kavre,Bagmati,Hill,Central,(1-6),7
Kavre,Bagmati,Hill,Central,(1-7),28
Kavre,Bagmati,Hill,Central,(1-8),79
Kavre,Bagmati,Hill,Central,(1-9),6
Kavre,Bagmati,Hill,Central,(1-10),119
Kavre,Bagmati,Hill,Central,(1-11),4
Kavre,Bagmati,Hill,Central,(1-12),72
Kavre,Bagmati,Hill,Central,(6-7),0
Kavre,Bagmati,Hill,Central,(6-8),0
Kavre,Bagmati,Hill,Central,(6-9),0
Kavre,Bagmati,Hill,Central,(6-10),0
Kavre,Bagmati,Hill,Central,(6-11),0
Kavre,Bagmati,Hill,Central,(6-12),1
Kavre,Bagmati,Hill,Central,(9-10),0
Kavre,Bagmati,Hill,Central,(9-11),0
Kavre,Bagmati,Hill,Central,(9-12),0
Kavre,Bagmati,Hill,Central,(11-12),5
Nuwakot,Bagmati,Hill,Central,1,4
Nuwakot,Bagmati,Hill,Central,(1-2),19
Nuwakot,Bagmati,Hill,Central,(1-3),135
Nuwakot,Bagmati,Hill,Central,(1-4),26
Nuwakot,Bagmati,Hill,Central,(1-5),152
Nuwakot,Bagmati,Hill,Central,(1-6),4
Nuwakot,Bagmati,Hill,Central,(1-7),22
Nuwakot,Bagmati,Hill,Central,(1-8),53
Nuwakot,Bagmati,Hill,Central,(1-9),13
Nuwakot,Bagmati,Hill,Central,(1-10),45
Nuwakot,Bagmati,Hill,Central,(1-11),4
Nuwakot,Bagmati,Hill,Central,(1-12),43
Nuwakot,Bagmati,Hill,Central,(6-7),0
Nuwakot,Bagmati,Hill,Central,(6-8),0
Nuwakot,Bagmati,Hill,Central,(6-9),0
Nuwakot,Bagmati,Hill,Central,(6-10),0
Nuwakot,Bagmati,Hill,Central,(6-11),0
Nuwakot,Bagmati,Hill,Central,(6-12),0
Nuwakot,Bagmati,Hill,Central,(9-10),0
Nuwakot,Bagmati,Hill,Central,(9-11),0
Nuwakot,Bagmati,Hill,Central,(9-12),0
Nuwakot,Bagmati,Hill,Central,(11-12),1
Dhading,Bagmati,Hill,Central,1,14
Dhading,Bagmati,Hill,Central,(1-2),14
Dhading,Bagmati,Hill,Central,(1-3),124
Dhading,Bagmati,Hill,Central,(1-4),38
Dhading,Bagmati,Hill,Central,(1-5),227
Dhading,Bagmati,Hill,Central,(1-6),3
Dhading,Bagmati,Hill,Central,(1-7),19
Dhading,Bagmati,Hill,Central,(1-8),73
Dhading,Bagmati,Hill,Central,(1-9),3
Dhading,Bagmati,Hill,Central,(1-10),84
Dhading,Bagmati,Hill,Central,(1-11),3
Dhading,Bagmati,Hill,Central,(1-12),51
Dhading,Bagmati,Hill,Central,(6-7),0
Dhading,Bagmati,Hill,Central,(6-8),0
Dhading,Bagmati,Hill,Central,(6-9),0
Dhading,Bagmati,Hill,Central,(6-10),0
Dhading,Bagmati,Hill,Central,(6-11),0
Dhading,Bagmati,Hill,Central,(6-12),0
Dhading,Bagmati,Hill,Central,(9-10),0
Dhading,Bagmati,Hill,Central,(9-11),0
Dhading,Bagmati,Hill,Central,(9-12),0
Dhading,Bagmati,Hill,Central,(11-12),0
Makwanpur,Narayani,Hill,Central,1,9
Makwanpur,Narayani,Hill,Central,(1-2),13
Makwanpur,Narayani,Hill,Central,(1-3),105
Makwanpur,Narayani,Hill,Central,(1-4),32
Makwanpur,Narayani,Hill,Central,(1-5),228
Makwanpur,Narayani,Hill,Central,(1-6),6
Makwanpur,Narayani,Hill,Central,(1-7),17
Makwanpur,Narayani,Hill,Central,(1-8),76
Makwanpur,Narayani,Hill,Central,(1-9),6
Makwanpur,Narayani,Hill,Central,(1-10),77
Makwanpur,Narayani,Hill,Central,(1-11),2
Makwanpur,Narayani,Hill,Central,(1-12),31
Makwanpur,Narayani,Hill,Central,(6-7),0
Makwanpur,Narayani,Hill,Central,(6-8),1
Makwanpur,Narayani,Hill,Central,(6-9),0
Makwanpur,Narayani,Hill,Central,(6-10),0
Makwanpur,Narayani,Hill,Central,(6-11),0
Makwanpur,Narayani,Hill,Central,(6-12),0
Makwanpur,Narayani,Hill,Central,(9-10),0
Makwanpur,Narayani,Hill,Central,(9-11),0
Makwanpur,Narayani,Hill,Central,(9-12),0
Makwanpur,Narayani,Hill,Central,(11-12),3
Dhanusa,Janakpur,Terai,Central,1,14
Dhanusa,Janakpur,Terai,Central,(1-2),32
Dhanusa,Janakpur,Terai,Central,(1-3),39
Dhanusa,Janakpur,Terai,Central,(1-4),18
Dhanusa,Janakpur,Terai,Central,(1-5),167
Dhanusa,Janakpur,Terai,Central,(1-6),12
Dhanusa,Janakpur,Terai,Central,(1-7),15
Dhanusa,Janakpur,Terai,Central,(1-8),34
Dhanusa,Janakpur,Terai,Central,(1-9),3
Dhanusa,Janakpur,Terai,Central,(1-10),4
Dhanusa,Janakpur,Terai,Central,(1-11),3
Dhanusa,Janakpur,Terai,Central,(1-12),48
Dhanusa,Janakpur,Terai,Central,(6-7),0
Dhanusa,Janakpur,Terai,Central,(6-8),0
Dhanusa,Janakpur,Terai,Central,(6-9),0
Dhanusa,Janakpur,Terai,Central,(6-10),0
Dhanusa,Janakpur,Terai,Central,(6-11),0
Dhanusa,Janakpur,Terai,Central,(6-12),1
Dhanusa,Janakpur,Terai,Central,(9-10),0
Dhanusa,Janakpur,Terai,Central,(9-11),0
Dhanusa,Janakpur,Terai,Central,(9-12),0
Dhanusa,Janakpur,Terai,Central,(11-12),10
Mahottari,Janakpur,Terai,Central,1,18
Mahottari,Janakpur,Terai,Central,(1-2),39
Mahottari,Janakpur,Terai,Central,(1-3),78
Mahottari,Janakpur,Terai,Central,(1-4),17
Mahottari,Janakpur,Terai,Central,(1-5),119
Mahottari,Janakpur,Terai,Central,(1-6),3
Mahottari,Janakpur,Terai,Central,(1-7),20
Mahottari,Janakpur,Terai,Central,(1-8),39
Mahottari,Janakpur,Terai,Central,(1-9),4
Mahottari,Janakpur,Terai,Central,(1-10),35
Mahottari,Janakpur,Terai,Central,(1-11),2
Mahottari,Janakpur,Terai,Central,(1-12),36
Mahottari,Janakpur,Terai,Central,(6-7),0
Mahottari,Janakpur,Terai,Central,(6-8),0
Mahottari,Janakpur,Terai,Central,(6-9),0
Mahottari,Janakpur,Terai,Central,(6-10),1
Mahottari,Janakpur,Terai,Central,(6-11),0
Mahottari,Janakpur,Terai,Central,(6-12),2
Mahottari,Janakpur,Terai,Central,(9-10),0
Mahottari,Janakpur,Terai,Central,(9-11),0
Mahottari,Janakpur,Terai,Central,(9-12),0
Mahottari,Janakpur,Terai,Central,(11-12),2
Sarlahi,Janakpur,Terai,Central,1,12
Sarlahi,Janakpur,Terai,Central,(1-2),126
Sarlahi,Janakpur,Terai,Central,(1-3),128
Sarlahi,Janakpur,Terai,Central,(1-4),80
Sarlahi,Janakpur,Terai,Central,(1-5),240
Sarlahi,Janakpur,Terai,Central,(1-6),8
Sarlahi,Janakpur,Terai,Central,(1-7),17
Sarlahi,Janakpur,Terai,Central,(1-8),46
Sarlahi,Janakpur,Terai,Central,(1-9),2
Sarlahi,Janakpur,Terai,Central,(1-10),31
Sarlahi,Janakpur,Terai,Central,(1-11),1
Sarlahi,Janakpur,Terai,Central,(1-12),50
Sarlahi,Janakpur,Terai,Central,(6-7),0
Sarlahi,Janakpur,Terai,Central,(6-8),0
Sarlahi,Janakpur,Terai,Central,(6-9),0
Sarlahi,Janakpur,Terai,Central,(6-10),1
Sarlahi,Janakpur,Terai,Central,(6-11),0
Sarlahi,Janakpur,Terai,Central,(6-12),0
Sarlahi,Janakpur,Terai,Central,(9-10),0
Sarlahi,Janakpur,Terai,Central,(9-11),0
Sarlahi,Janakpur,Terai,Central,(9-12),0
Sarlahi,Janakpur,Terai,Central,(11-12),3
Rautahat,Narayani,Terai,Central,1,1
Rautahat,Narayani,Terai,Central,(1-2),16
Rautahat,Narayani,Terai,Central,(1-3),51
Rautahat,Narayani,Terai,Central,(1-4),95
Rautahat,Narayani,Terai,Central,(1-5),188
Rautahat,Narayani,Terai,Central,(1-6),7
Rautahat,Narayani,Terai,Central,(1-7),11
Rautahat,Narayani,Terai,Central,(1-8),49
Rautahat,Narayani,Terai,Central,(1-9),4
Rautahat,Narayani,Terai,Central,(1-10),27
Rautahat,Narayani,Terai,Central,(1-11),1
Rautahat,Narayani,Terai,Central,(1-12),34
Rautahat,Narayani,Terai,Central,(6-7),0
Rautahat,Narayani,Terai,Central,(6-8),0
Rautahat,Narayani,Terai,Central,(6-9),0
Rautahat,Narayani,Terai,Central,(6-10),0
Rautahat,Narayani,Terai,Central,(6-11),0
Rautahat,Narayani,Terai,Central,(6-12),0
Rautahat,Narayani,Terai,Central,(9-10),0
Rautahat,Narayani,Terai,Central,(9-11),0
Rautahat,Narayani,Terai,Central,(9-12),0
Rautahat,Narayani,Terai,Central,(11-12),3
Bara,Narayani,Terai,Central,1,0
Bara,Narayani,Terai,Central,(1-2),2
Bara,Narayani,Terai,Central,(1-3),36
Bara,Narayani,Terai,Central,(1-4),54
Bara,Narayani,Terai,Central,(1-5),182
Bara,Narayani,Terai,Central,(1-6),6
Bara,Narayani,Terai,Central,(1-7),22
Bara,Narayani,Terai,Central,(1-8),51
Bara,Narayani,Terai,Central,(1-9),1
Bara,Narayani,Terai,Central,(1-10),14
Bara,Narayani,Terai,Central,(1-11),4
Bara,Narayani,Terai,Central,(1-12),44
Bara,Narayani,Terai,Central,(6-7),0
Bara,Narayani,Terai,Central,(6-8),0
Bara,Narayani,Terai,Central,(6-9),0
Bara,Narayani,Terai,Central,(6-10),0
Bara,Narayani,Terai,Central,(6-11),0
Bara,Narayani,Terai,Central,(6-12),0
Bara,Narayani,Terai,Central,(9-10),0
Bara,Narayani,Terai,Central,(9-11),0
Bara,Narayani,Terai,Central,(9-12),0
Bara,Narayani,Terai,Central,(11-12),2
Parsa,Narayani,Terai,Central,1,2
Parsa,Narayani,Terai,Central,(1-2),11
Parsa,Narayani,Terai,Central,(1-3),53
Parsa,Narayani,Terai,Central,(1-4),37
Parsa,Narayani,Terai,Central,(1-5),154
Parsa,Narayani,Terai,Central,(1-6),9
Parsa,Narayani,Terai,Central,(1-7),24
Parsa,Narayani,Terai,Central,(1-8),31
Parsa,Narayani,Terai,Central,(1-9),4
Parsa,Narayani,Terai,Central,(1-10),31
Parsa,Narayani,Terai,Central,(1-11),3
Parsa,Narayani,Terai,Central,(1-12),25
Parsa,Narayani,Terai,Central,(6-7),0
Parsa,Narayani,Terai,Central,(6-8),0
Parsa,Narayani,Terai,Central,(6-9),1
Parsa,Narayani,Terai,Central,(6-10),1
Parsa,Narayani,Terai,Central,(6-11),0
Parsa,Narayani,Terai,Central,(6-12),0
Parsa,Narayani,Terai,Central,(9-10),0
Parsa,Narayani,Terai,Central,(9-11),0
Parsa,Narayani,Terai,Central,(9-12),0
Parsa,Narayani,Terai,Central,(11-12),6
Chitawan,Narayani,Terai,Central,1,1
Chitawan,Narayani,Terai,Central,(1-2),3
Chitawan,Narayani,Terai,Central,(1-3),45
Chitawan,Narayani,Terai,Central,(1-4),15
Chitawan,Narayani,Terai,Central,(1-5),175
Chitawan,Narayani,Terai,Central,(1-6),7
Chitawan,Narayani,Terai,Central,(1-7),10
Chitawan,Narayani,Terai,Central,(1-8),73
Chitawan,Narayani,Terai,Central,(1-9),4
Chitawan,Narayani,Terai,Central,(1-10),124
Chitawan,Narayani,Terai,Central,(1-11),2
Chitawan,Narayani,Terai,Central,(1-12),62
Chitawan,Narayani,Terai,Central,(6-7),0
Chitawan,Narayani,Terai,Central,(6-8),2
Chitawan,Narayani,Terai,Central,(6-9),0
Chitawan,Narayani,Terai,Central,(6-10),4
Chitawan,Narayani,Terai,Central,(6-11),0
Chitawan,Narayani,Terai,Central,(6-12),1
Chitawan,Narayani,Terai,Central,(9-10),0
Chitawan,Narayani,Terai,Central,(9-11),0
Chitawan,Narayani,Terai,Central,(9-12),0
Chitawan,Narayani,Terai,Central,(11-12),15
Lalitpur,Bagmati,Hill,Central,1,0
Lalitpur,Bagmati,Hill,Central,(1-2),5
Lalitpur,Bagmati,Hill,Central,(1-3),24
Lalitpur,Bagmati,Hill,Central,(1-4),17
Lalitpur,Bagmati,Hill,Central,(1-5),93
Lalitpur,Bagmati,Hill,Central,(1-6),13
Lalitpur,Bagmati,Hill,Central,(1-7),20
Lalitpur,Bagmati,Hill,Central,(1-8),36
Lalitpur,Bagmati,Hill,Central,(1-9),9
Lalitpur,Bagmati,Hill,Central,(1-10),166
Lalitpur,Bagmati,Hill,Central,(1-11),2
Lalitpur,Bagmati,Hill,Central,(1-12),74
Lalitpur,Bagmati,Hill,Central,(6-7),0
Lalitpur,Bagmati,Hill,Central,(6-8),0
Lalitpur,Bagmati,Hill,Central,(6-9),0
Lalitpur,Bagmati,Hill,Central,(6-10),2
Lalitpur,Bagmati,Hill,Central,(6-11),0
Lalitpur,Bagmati,Hill,Central,(6-12),1
Lalitpur,Bagmati,Hill,Central,(9-10),0
Lalitpur,Bagmati,Hill,Central,(9-11),0
Lalitpur,Bagmati,Hill,Central,(9-12),0
Lalitpur,Bagmati,Hill,Central,(11-12),26
Bhaktapur,Bagmati,Hill,Central,1,0
Bhaktapur,Bagmati,Hill,Central,(1-2),0
Bhaktapur,Bagmati,Hill,Central,(1-3),1
Bhaktapur,Bagmati,Hill,Central,(1-4),1
Bhaktapur,Bagmati,Hill,Central,(1-5),66
Bhaktapur,Bagmati,Hill,Central,(1-6),14
Bhaktapur,Bagmati,Hill,Central,(1-7),23
Bhaktapur,Bagmati,Hill,Central,(1-8),35
Bhaktapur,Bagmati,Hill,Central,(1-9),11
Bhaktapur,Bagmati,Hill,Central,(1-10),140
Bhaktapur,Bagmati,Hill,Central,(1-11),2
Bhaktapur,Bagmati,Hill,Central,(1-12),27
Bhaktapur,Bagmati,Hill,Central,(6-7),0
Bhaktapur,Bagmati,Hill,Central,(6-8),0
Bhaktapur,Bagmati,Hill,Central,(6-9),0
Bhaktapur,Bagmati,Hill,Central,(6-10),6
Bhaktapur,Bagmati,Hill,Central,(6-11),0
Bhaktapur,Bagmati,Hill,Central,(6-12),0
Bhaktapur,Bagmati,Hill,Central,(9-10),2
Bhaktapur,Bagmati,Hill,Central,(9-11),0
Bhaktapur,Bagmati,Hill,Central,(9-12),0
Bhaktapur,Bagmati,Hill,Central,(11-12),27
Kathmandu,Bagmati,Hill,Central,1,3
Kathmandu,Bagmati,Hill,Central,(1-2),16
Kathmandu,Bagmati,Hill,Central,(1-3),17
Kathmandu,Bagmati,Hill,Central,(1-4),16
Kathmandu,Bagmati,Hill,Central,(1-5),156
Kathmandu,Bagmati,Hill,Central,(1-6),31
Kathmandu,Bagmati,Hill,Central,(1-7),55
Kathmandu,Bagmati,Hill,Central,(1-8),127
Kathmandu,Bagmati,Hill,Central,(1-9),47
Kathmandu,Bagmati,Hill,Central,(1-10),618
Kathmandu,Bagmati,Hill,Central,(1-11),16
Kathmandu,Bagmati,Hill,Central,(1-12),196
Kathmandu,Bagmati,Hill,Central,(6-7),0
Kathmandu,Bagmati,Hill,Central,(6-8),0
Kathmandu,Bagmati,Hill,Central,(6-9),0
Kathmandu,Bagmati,Hill,Central,(6-10),5
Kathmandu,Bagmati,Hill,Central,(6-11),0
Kathmandu,Bagmati,Hill,Central,(6-12),1
Kathmandu,Bagmati,Hill,Central,(9-10),0
Kathmandu,Bagmati,Hill,Central,(9-11),0
Kathmandu,Bagmati,Hill,Central,(9-12),0
Kathmandu,Bagmati,Hill,Central,(11-12),66
Manang,Gandaki,Mountain,Western,1,0
Manang,Gandaki,Mountain,Western,(1-2),0
Manang,Gandaki,Mountain,Western,(1-3),2
Manang,Gandaki,Mountain,Western,(1-4),0
Manang,Gandaki,Mountain,Western,(1-5),12
Manang,Gandaki,Mountain,Western,(1-6),2
Manang,Gandaki,Mountain,Western,(1-7),10
Manang,Gandaki,Mountain,Western,(1-8),2
Manang,Gandaki,Mountain,Western,(1-9),0
Manang,Gandaki,Mountain,Western,(1-10),2
Manang,Gandaki,Mountain,Western,(1-11),0
Manang,Gandaki,Mountain,Western,(1-12),2
Manang,Gandaki,Mountain,Western,(6-7),0
Manang,Gandaki,Mountain,Western,(6-8),0
Manang,Gandaki,Mountain,Western,(6-9),0
Manang,Gandaki,Mountain,Western,(6-10),0
Manang,Gandaki,Mountain,Western,(6-11),0
Manang,Gandaki,Mountain,Western,(6-12),0
Manang,Gandaki,Mountain,Western,(9-10),0
Manang,Gandaki,Mountain,Western,(9-11),0
Manang,Gandaki,Mountain,Western,(9-12),0
Manang,Gandaki,Mountain,Western,(11-12),0
Mustang,Dhawalagiri,Mountain,Western,1,0
Mustang,Dhawalagiri,Mountain,Western,(1-2),0
Mustang,Dhawalagiri,Mountain,Western,(1-3),1
Mustang,Dhawalagiri,Mountain,Western,(1-4),0
Mustang,Dhawalagiri,Mountain,Western,(1-5),51
Mustang,Dhawalagiri,Mountain,Western,(1-6),1
Mustang,Dhawalagiri,Mountain,Western,(1-7),3
Mustang,Dhawalagiri,Mountain,Western,(1-8),6
Mustang,Dhawalagiri,Mountain,Western,(1-9),0
Mustang,Dhawalagiri,Mountain,Western,(1-10),6
Mustang,Dhawalagiri,Mountain,Western,(1-11),0
Mustang,Dhawalagiri,Mountain,Western,(1-12),2
Mustang,Dhawalagiri,Mountain,Western,(6-7),0
Mustang,Dhawalagiri,Mountain,Western,(6-8),0
Mustang,Dhawalagiri,Mountain,Western,(6-9),0
Mustang,Dhawalagiri,Mountain,Western,(6-10),0
Mustang,Dhawalagiri,Mountain,Western,(6-11),0
Mustang,Dhawalagiri,Mountain,Western,(6-12),0
Mustang,Dhawalagiri,Mountain,Western,(9-10),0
Mustang,Dhawalagiri,Mountain,Western,(9-11),0
Mustang,Dhawalagiri,Mountain,Western,(9-12),0
Mustang,Dhawalagiri,Mountain,Western,(11-12),0
Gorkha,Gandaki,Hill,Western,1,13
Gorkha,Gandaki,Hill,Western,(1-2),19
Gorkha,Gandaki,Hill,Western,(1-3),149
Gorkha,Gandaki,Hill,Western,(1-4),27
Gorkha,Gandaki,Hill,Western,(1-5),177
Gorkha,Gandaki,Hill,Western,(1-6),6
Gorkha,Gandaki,Hill,Western,(1-7),17
Gorkha,Gandaki,Hill,Western,(1-8),59
Gorkha,Gandaki,Hill,Western,(1-9),6
Gorkha,Gandaki,Hill,Western,(1-10),45
Gorkha,Gandaki,Hill,Western,(1-11),5
Gorkha,Gandaki,Hill,Western,(1-12),50
Gorkha,Gandaki,Hill,Western,(6-7),0
Gorkha,Gandaki,Hill,Western,(6-8),0
Gorkha,Gandaki,Hill,Western,(6-9),0
Gorkha,Gandaki,Hill,Western,(6-10),0
Gorkha,Gandaki,Hill,Western,(6-11),0
Gorkha,Gandaki,Hill,Western,(6-12),0
